;;;;;;;;;;;;;;;;;;;;;;
PRODUCCIÓN METÁLICA ENERO - OCTUBRE 2022;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
METAL;UNIDAD DE MEDIDA;ETAPA;PROCESO;ESTRATO;TITULAR;UNIDAD;REGIÓN;PROVINCIA;DISTRITO;ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;ACUM. ENE-DIC
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;SOCIEDAD MINERA ANDEREAL S.A.C.;CUNCA;CUSCO;CANAS;LAYO; -   ; 1.4 ; -   ; 0.2 ; 0.2 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;SOCIEDAD MINERA FORTUNA MILAGRITOS S.R.L.;FORTUNA I;MADRE DE DIOS;TAMBOPATA;LABERINTO; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 261.7 ; -   ; -   ; 262 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;SOLIS VERA JACQUELINE;MADELEINE S 5;MADRE DE DIOS;MANU;MADRE DE DIOS; -   ; -   ; 710.0 ; 497.6 ; -   ; -   ; 901.1 ; 306.5 ; -   ; 161.0 ; -   ; -   ; 2,576 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;SOLIS VERA JACQUELINE;SOLAR I;MADRE DE DIOS;MANU;MADRE DE DIOS; -   ; 709.1 ; -   ; -   ; 474.3 ; 422.9 ; -   ; -   ; 667.4 ; -   ; -   ; -   ; 2,274 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;SOLIS VERA JACQUELINE;VALENCIA UNO;MADRE DE DIOS;TAMBOPATA;LABERINTO; 485.0 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 485 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;SUMERINDE MENDOZA SILVIA LISBETH;GALLO DE ORO 2002 IB;MADRE DE DIOS;MANU;HUEPETUHE; 1,862.0 ; 1,876.4 ; 1,831.1 ; 1,876.4 ; 1,438.1 ; 1,435.1 ; 1,534.6 ; 1,581.9 ; 1,186.9 ; 1,586.6 ; -   ; -   ; 16,209 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;SURCO MOLINA MELQUIADES;SURQUILLO I;MADRE DE DIOS;TAMBOPATA;LABERINTO; -   ; -   ; -   ; -   ; 9.8 ; 39.2 ; 9.8 ; 27.4 ; 17.6 ; 39.2 ; -   ; -   ; 143 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;TAIPE ARAUJO OSCAR FAUSTO;JESUS ENRIQUE;MADRE DE DIOS;TAMBOPATA;LABERINTO; 47.3 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 47 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;TAYPE ARAUJO MARCIANO ANTONIO;ADA I;MADRE DE DIOS;TAMBOPATA;LABERINTO; -   ; -   ; -   ; -   ; 233.2 ; 342.0 ; 77.4 ; 16.7 ; 171.5 ; 110.7 ; -   ; -   ; 952 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;TAYPE ARAUJO MARCIANO ANTONIO;ADA II;MADRE DE DIOS;TAMBOPATA;LABERINTO; 286.2 ; 211.7 ; 189.1 ; 91.1 ; 104.9 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 883 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;TAYPE ARAUJO MARCIANO ANTONIO;ADA III;MADRE DE DIOS;TAMBOPATA;LABERINTO; -   ; -   ; -   ; -   ; -   ; 202.9 ; 65.7 ; 123.5 ; 405.7 ; -   ; -   ; -   ; 798 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;TAYPE ARAUJO MARCIANO ANTONIO;JORGE IV;MADRE DE DIOS;TAMBOPATA;LABERINTO; 93.1 ; 90.2 ; 202.9 ; 101.9 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 488 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;TAYPE CANGANA JULIO CESAR;HENRY CESAR I;MADRE DE DIOS;TAMBOPATA;LABERINTO; 78.4 ; 95.1 ; 137.2 ; -   ; 32.3 ; -   ; -   ; -   ; 235.2 ; 487.1 ; -   ; -   ; 1,065 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;TAYPE CANGANA JULIO CESAR;LUZ MARICIELO;MADRE DE DIOS;TAMBOPATA;LABERINTO; -   ; -   ; -   ; -   ; -   ; 38.2 ; 207.8 ; 9.8 ; 694.8 ; -   ; -   ; -   ; 951 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;TAYPE CANGANA JULIO CESAR;LUZ MARICIELO II;MADRE DE DIOS;TAMBOPATA;LABERINTO; -   ; 75.5 ; -   ; 8.8 ; -   ; 211.7 ; -   ; -   ; 104.9 ; -   ; -   ; -   ; 401 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;TAYPE CANGANA JULIO CESAR;TOROMATA I;MADRE DE DIOS;TAMBOPATA;LABERINTO; 59.8 ; -   ; 119.6 ; 106.8 ; 187.2 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 473 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;TRUJILLO MIRANDA RODRIGO;ZEUS RD2;PUNO;SAN ANTONIO DE PUTINA;ANANEA; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 317.4 ; -   ; -   ; -   ; -   ; 317 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;TTAMINA VARGAS JUAN;SANTA LUCIA CUATRO;MADRE DE DIOS;MANU;MADRE DE DIOS; 64.0 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 531.9 ; -   ; -   ; 596 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;TTAMINA VARGAS JUAN;SANTA LUCIA DOS;MADRE DE DIOS;MANU;MADRE DE DIOS; 329.0 ; -   ; 420.6 ; 258.1 ; 248.2 ; 317.2 ; 237.4 ; 521.1 ; 258.1 ; -   ; -   ; -   ; 2,590 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;TTAMINA VARGAS JUAN;SANTA LUCIA TRES;MADRE DE DIOS;MANU;MADRE DE DIOS; 399.9 ; -   ; 420.6 ; 478.7 ; 248.2 ; 317.2 ; 237.4 ; 520.1 ; -   ; -   ; -   ; -   ; 2,622 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;TUEROS ARROYO BERNARDINO;NATIVIDAD IV;MADRE DE DIOS;MANU;MADRE DE DIOS; -   ; -   ; -   ; -   ; 253.8 ; 116.6 ; 107.8 ; -   ; -   ; -   ; -   ; -   ; 478 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;TUEROS ARROYO BERNARDINO;PLAYA ANA LUZ;MADRE DE DIOS;TAMBOPATA;INAMBARI; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 99.0 ; 334.2 ; -   ; -   ; -   ; 433 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;TUEROS ARROYO LUIS MANUEL;PLAYA LUIS MANUEL;MADRE DE DIOS;MANU;MADRE DE DIOS; -   ; -   ; -   ; -   ; -   ; 139.7 ; -   ; -   ; -   ; -   ; -   ; -   ; 140 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;UGARTE PIMENTEL ALCIDES;MALAVIDA;MADRE DE DIOS;TAMBOPATA;LABERINTO; -   ; 197.0 ; -   ; 246.3 ; 223.6 ; 196.0 ; -   ; 624.5 ; 1,419.4 ; 760.4 ; -   ; -   ; 3,667 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;UNION MINERA HIPASUR S.A.C.;LOS DOS REYES;MADRE DE DIOS;TAMBOPATA;INAMBARI; 912.8 ; 97.0 ; 594.6 ; 48.5 ; 258.0 ; 293.9 ; 1,109.7 ; 503.4 ; 97.0 ; 2,323.2 ; -   ; -   ; 6,238 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;URBINA URACCAHUA BERTHA;SAN LEONARDO 2009-B;MADRE DE DIOS;TAMBOPATA;INAMBARI; 714.4 ; 987.8 ; 1,084.9 ; 150.9 ; 89.2 ; 511.6 ; 221.5 ; 429.2 ; 196.0 ; 361.6 ; -   ; -   ; 4,747 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;VARGAS BORDA NERY;ALEX III;MADRE DE DIOS;MANU;MADRE DE DIOS; 113.7 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 114 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;VEGA VITORINO MARCELINA;PLAYA DIEGO;MADRE DE DIOS;TAMBOPATA;TAMBOPATA; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;VERA HUAYNA CELIA ANACLETA;MADELEINE  S 2;MADRE DE DIOS;MANU;MADRE DE DIOS; 316.2 ; -   ; -   ; -   ; 388.0 ; 313.3 ; -   ; -   ; -   ; 925.4 ; -   ; -   ; 1,943 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;VERA HUAYNA CELIA ANACLETA;MADELEINE S 4;MADRE DE DIOS;MANU;MADRE DE DIOS; -   ; -   ; 503.4 ; 811.9 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1,315 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;VERA HUAYNA CELIA ANACLETA;PLAYA SAN PEDRO;MADRE DE DIOS;MANU;MADRE DE DIOS; -   ; 205.6 ; -   ; -   ; -   ; -   ; 166.8 ; -   ; 406.4 ; -   ; -   ; -   ; 779 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;VERA HUAYNA CELIA ANACLETA;PLAYA SAN PEDRO 8;MADRE DE DIOS;TAMBOPATA;LABERINTO; -   ; 172.7 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 173 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;YNCA HUAMANI ERMITANIO;LILA 2006 OK;MADRE DE DIOS;TAMBOPATA;LABERINTO; -   ; -   ; 101.9 ; -   ; 9.7 ; 29.1 ; -   ; 6.8 ; 36.9 ; -   ; -   ; -   ; 184 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;ZEVALLOS ALMANZA WILBER;CINCO ISLAS;MADRE DE DIOS;TAMBOPATA;INAMBARI; 275.5 ; 453.0 ; 575.2 ; 97.0 ; 43.7 ; 240.6 ; 112.5 ; 97.0 ; -   ; -   ; -   ; -   ; 1,894 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PRODUCTOR MINERO ARTESANAL;EMPRESA CORI ADACYL SOCIEDAD ANONIMA CERRADA;CORI ADACYL;PUNO;SANDIA;PHARA; -   ; -   ; -   ; -   ; -   ; 18.7 ; -   ; -   ; 14.1 ; -   ; -   ; -   ; 33 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PRODUCTOR MINERO ARTESANAL;EMPRESA MINERA LUZ NUEVA FORTUNA SOCIEDAD ANONIMA;MINERA NUEVA FORTUNA;PUNO;SANDIA;PHARA; -   ; -   ; 366.4 ; -   ; -   ; -   ; 21.4 ; 92.0 ; 184.0 ; -   ; -   ; -   ; 664 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PRODUCTOR MINERO ARTESANAL;EMPRESA MINERA SAN ISIDRO DE PHARA SOCIEDAD ANONIMA;SAN ISIDRO EO;PUNO;SANDIA;PHARA; -   ; -   ; -   ; -   ; 301.1 ; -   ; -   ; 46.5 ; -   ; -   ; -   ; -   ; 348 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PRODUCTOR MINERO ARTESANAL;KORI ORCCO S.A.C.;KORI ORCCO II;PUNO;SANDIA;PHARA; -   ; -   ; -   ; -   ; -   ; 79.6 ; -   ; 37.2 ; 42.2 ; 98.3 ; -   ; -   ; 257 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PRODUCTOR MINERO ARTESANAL;KORI ORCCO S.A.C.;KORI ORCCO IV;PUNO;SANDIA;PHARA; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 15.4 ; -   ; -   ; -   ; 15 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;BAUTISTA UMILDE PEDRO;RIVALDO;MADRE DE DIOS;MANU;MADRE DE DIOS; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 321.4 ; -   ; -   ; 321 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;CENTRAL DE COOPERATIVAS MINERAS DE SAN ANTONIO DE POTO - CECOMSAP;AFC-20;PUNO;SAN ANTONIO DE PUTINA;ANANEA; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 3,211.7 ; 3,203.2 ; 6,567.1 ; -   ; -   ; 12,982 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;CENTRAL DE COOPERATIVAS MINERAS DE SAN ANTONIO DE POTO - CECOMSAP;MOSOQ MINAS;PUNO;SAN ANTONIO DE PUTINA;ANANEA; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 4,152.0 ; 4,168.3 ; -   ; -   ; -   ; 8,320 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;CHAPARREA GONZALES DONATO;ZAYBER III;MADRE DE DIOS;TAMBOPATA;INAMBARI; 150.9 ; 40.2 ; 131.3 ; 38.2 ; 91.1 ; 77.4 ; 102.9 ; 57.8 ; 132.3 ; 159.7 ; -   ; -   ; 982 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;COMPAÑÍA MINERA ANTAPACCAY S.A.;ACUMULACION ANTAPACCAY;CUSCO;ESPINAR;ESPINAR; 1,195.3 ; -   ; 2,300.0 ; 924.3 ; 2,151.5 ; -   ; 1,867.6 ; -   ; -   ; -   ; -   ; -   ; 8,439 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;CONTRATISTAS MINERAS SARMATH S.A.C;EMAQUSA-2-A;MADRE DE DIOS;MANU;HUEPETUHE; 1,708.3 ; 1,574.1 ; 1,485.0 ; 1,465.2 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 6,233 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;COOPERATIVA MINERA COMIG DE ANANEA LIMITADA;CLEMENCIA-A;PUNO;SAN ANTONIO DE PUTINA;ANANEA; 1,048.6 ; 1,154.2 ; 862.1 ; 862.1 ; 1,332.2 ; 1,073.5 ; 1,535.2 ; 1,268.1 ; 1,205.0 ; 4,473.1 ; -   ; -   ; 14,814 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;COOPERATIVA MINERA COMIG DE ANANEA LIMITADA;LA MOCHA-A;PUNO;SAN ANTONIO DE PUTINA;ANANEA; 1,151.3 ; 1,236.8 ; 951.3 ; 951.3 ; 1,270.4 ; 1,206.6 ; 1,392.6 ; 1,315.9 ; 1,314.5 ; -   ; -   ; -   ; 10,791 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;COOPERATIVA MINERA EL DORADO DE ANANEA LTDA.;FRANCISCO DOS;PUNO;SAN ANTONIO DE PUTINA;ANANEA; -   ; -   ; 456.3 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 456 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;COOPERATIVA MINERA EL DORADO DE ANANEA LTDA.;MARIA;PUNO;SAN ANTONIO DE PUTINA;ANANEA; -   ; -   ; 2,805.6 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2,806 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;COOPERATIVA MINERA ESTRELLA DE ORO DE ANANEA LTDA;MARIA;PUNO;SAN ANTONIO DE PUTINA;ANANEA; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2,536.2 ; 2,378.6 ; 2,565.0 ; -   ; -   ; 7,480 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;COOPERATIVA MINERA HALCON DE ORO DE ANANEA LTDA;MARIA;PUNO;SAN ANTONIO DE PUTINA;ANANEA; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2,338.0 ; -   ; -   ; 2,338 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;COOPERATIVA MINERA SAN ANTONIO DE ANANEA LTDA;MARIA;PUNO;SAN ANTONIO DE PUTINA;ANANEA; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 4,722.7 ; -   ; -   ; 4,723 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;CORI PUNO S.A.C.;PLANTA CONCENTRADORA UNTUCA;PUNO;SANDIA;QUIACA; 61,041.1 ; 59,136.7 ; 124,505.4 ; 60,744.8 ; 66,642.7 ; 77,180.6 ; 63,468.7 ; 64,302.2 ; 61,810.5 ; 72,272.9 ; -   ; -   ; 711,105 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;CORPORACIÓN MINERA ANANEA S.A.;ANA MARIA;PUNO;SAN ANTONIO DE PUTINA;ANANEA; 5,394.3 ; 5,382.5 ; 4,737.2 ; 4,813.6 ; 4,590.8 ; 4,560.6 ; 5,092.4 ; 5,706.9 ; 5,244.8 ; 5,873.1 ; -   ; -   ; 51,396 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;CORPORACIÓN MINERA GAMAX S.C.R.L.;GAVILAN DE ORO Nº 5;MADRE DE DIOS;MANU;HUEPETUHE; 1,455.3 ; 3,415.5 ; 2,999.7 ; -   ; -   ; -   ; -   ; -   ; 2,069.1 ; -   ; -   ; -   ; 9,940 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;CORPORATION MAWIFCAP-PERÚ S.A.C.;PROYECTO CONDOR;PUNO;SAN ANTONIO DE PUTINA;ANANEA; -   ; -   ; 123.1 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 123 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;DAJAC INVERSIONES S.A.C.;CHABUCA I;MADRE DE DIOS;MANU;HUEPETUHE; 2,642.8 ; 2,643.7 ; 1,939.5 ; 790.0 ; 962.3 ; 1,331.7 ; 1,185.9 ; 994.9 ; 828.4 ; 1,384.9 ; -   ; -   ; 14,704 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;DATA MINEROS ARTESANALES;MADRE DE DIOS;MADRE DE DIOS;-;-; 33,494.0 ; 32,694.0 ; 34,609.0 ; 35,165.0 ; 35,463.0 ; 36,054.0 ; 37,008.0 ; 36,360.0 ; 35,817.0 ; 34,003.0 ; -   ; -   ; 350,667 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;DATA MINEROS ARTESANALES;REGION AREQUIPA;AREQUIPA;-;-; 21,303.0 ; 20,210.0 ; 20,194.0 ; 22,192.0 ; 21,261.0 ; 21,909.0 ; 21,719.0 ; 21,239.0 ; 20,609.0 ; 19,605.0 ; -   ; -   ; 210,241 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;DATA MINEROS ARTESANALES;REGION PIURA;PIURA;-;-; 5,690.0 ; 5,592.0 ; 5,489.0 ; 5,592.0 ; 5,053.0 ; 5,039.0 ; 5,039.0 ; 5,039.0 ; 4,978.0 ; 4,574.0 ; -   ; -   ; 52,085 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;DATA MINEROS ARTESANALES;REGION PUNO;PUNO;-;-; 25,295.0 ; 25,085.0 ; 24,853.0 ; 25,331.0 ; 25,124.0 ; 24,915.0 ; 25,163.0 ; 23,045.0 ; 22,507.0 ; 30,337.0 ; -   ; -   ; 251,655 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;FERREL MONTESINOS DARIO;EXPLORADOR DF III;MADRE DE DIOS;MANU;MADRE DE DIOS; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;GUTIERREZ VDA DE FLORES GUADALUPE;PLAYA LINDER;MADRE DE DIOS;TAMBOPATA;LABERINTO; -   ; 292.9 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 293 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;HUAMANI CAILLAHUA ESTEBAN;MELITON;MADRE DE DIOS;MANU;MADRE DE DIOS; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;HUILLCA QUIÑONEZ ISIDRO IVAN;JAYAVE 2005 IV;MADRE DE DIOS;TAMBOPATA;INAMBARI; -   ; -   ; -   ; 0.0 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 0 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;INVERSIONES FREDY E.I.R.L.;CABECERA CAYCHIVE 2000 - A;MADRE DE DIOS;MANU;HUEPETUHE; 788.0 ; 1,231.3 ; 1,576.0 ; 1,379.0 ; 1,773.0 ; 1,379.0 ; 1,182.0 ; 1,379.0 ; 1,083.5 ; 1,477.5 ; -   ; -   ; 13,248 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;INVERSIONES GANDY & MARYLUZ S.A.C.;CHABUCA I;MADRE DE DIOS;MANU;HUEPETUHE; 1,595.7 ; 1,807.5 ; 2,075.4 ; 1,658.7 ; 2,137.5 ; 1,590.8 ; 1,466.7 ; 1,760.2 ; 1,380.0 ; 1,349.5 ; -   ; -   ; 16,822 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;JHOEL IVAN S.C.R.L.;CHAVINSA Nº 2-A;MADRE DE DIOS;MANU;HUEPETUHE; -   ; -   ; -   ; 819.2 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 819 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;JOVE CCAHUANA PAULINO;SAGITARIO 2008;MADRE DE DIOS;TAMBOPATA;LABERINTO; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 168.4 ; -   ; -   ; 168 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;LOAYZA AVILES GREGORIO;LUHESA I;MADRE DE DIOS;MANU;HUEPETUHE; -   ; -   ; -   ; 515.5 ; 308.7 ; -   ; 294.0 ; -   ; -   ; -   ; -   ; -   ; 1,118 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;MENA CHURA MODESTO;SAN VICENTE II;MADRE DE DIOS;MANU;HUEPETUHE; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 97.0 ; -   ; -   ; 97 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;MESICANO MITTANI SONIA;ZAYBER I;MADRE DE DIOS;MANU;MADRE DE DIOS; 49.0 ; 98.0 ; 98.0 ; 98.0 ; 98.0 ; -   ; 98.0 ; 196.0 ; 98.0 ; 98.0 ; -   ; -   ; 931 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;MINERA CAMBIO S.A.;PLANTA DE BENEFICIO CAMBIO;AREQUIPA;CARAVELI;CHAPARRA; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 5,084.2 ; 5,496.0 ; 4,898.4 ; -   ; -   ; 15,479 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;MINERA EL PALACIO DEL CONDOR S.A.C.;PALACIO DEL CONDOR;AREQUIPA;CAYLLOMA;CAYLLOMA; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;MINERA WILCAQ E.I.R.L.;PROYECTO CONDOR;PUNO;SAN ANTONIO DE PUTINA;ANANEA; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;PROCESADORA DE MINERALES UNION S.A.C.;SANTA BARBARA-A;LA LIBERTAD;GRAN CHIMU;SAYAPULLO; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
