;;;;;;;;;;;;;;;;;;;;;;
PRODUCCIÓN METÁLICA ENERO - OCTUBRE 2022;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
METAL;UNIDAD DE MEDIDA;ETAPA;PROCESO;ESTRATO;TITULAR;UNIDAD;REGIÓN;PROVINCIA;DISTRITO;ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;ACUM. ENE-DIC
COBRE;TMF;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;SOUTHERN PERÚ COPPER CORPORATION SUCURSAL DEL PERÚ;CONCENTRADORA TOQUEPALA;TACNA;JORGE BASADRE;ILABAYA; 16,485.4 ; 13,407.5 ; 14,626.0 ; 11,817.6 ; 12,927.5 ; 13,427.2 ; 14,008.9 ; 14,507.6 ; 14,224.1 ; 16,141.3 ; -   ; -   ; 141,573 
COBRE;TMF;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;VOLCAN COMPAÑÍA MINERA S.A.A.;ANDAYCHAGUA;JUNÍN;YAULI;HUAY-HUAY; 80.6 ; 52.6 ; 109.6 ; 44.3 ; 54.1 ; 80.5 ; 89.6 ; 80.1 ; 70.7 ; 419.4 ; -   ; -   ; 1,081 
COBRE;TMF;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;VOLCAN COMPAÑÍA MINERA S.A.A.;CONC. LA VICTORIA;JUNÍN;YAULI;YAULI; 380.6 ; 363.1 ; 332.4 ; 335.6 ; 284.7 ; 288.8 ; 385.8 ; 410.8 ; 367.6 ; -   ; -   ; -   ; 3,149 
COBRE;TMF;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;AGROMIN LA BONITA S.A.C.;ACUMULACION LA PURISIMA;AREQUIPA;CARAVELI;ACARI; -   ; 168.9 ; 202.9 ; 197.1 ; 196.8 ; 211.9 ; 261.4 ; 260.1 ; 191.0 ; 195.1 ; -   ; -   ; 1,885 
COBRE;TMF;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;EL PACIFICO DORADO S.A.C.;MIRIAM PILAR UNO;ÁNCASH;SANTA;CACERES DEL PERÚ; -   ; 51.7 ; -   ; -   ; -   ; -   ; -   ; -   ; 15.3 ; 24.3 ; -   ; -   ; 91 
COBRE;TMF;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;MINERA EL PALACIO DEL CONDOR S.A.C.;PALACIO DEL CONDOR;AREQUIPA;CAYLLOMA;CAYLLOMA; -   ; -   ; 3.0 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 3 
COBRE;TMF;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;MINERIA CORPORATIVA S.A.C.;COPE MINA;HUANCAVELICA;CASTROVIRREYNA;CAPILLAS; 66.1 ; 58.5 ; 43.3 ; 61.4 ; 35.8 ; 20.7 ; -   ; 41.8 ; 52.6 ; 31.3 ; -   ; -   ; 411 
COBRE;TMF;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;AGROMIN LA BONITA S.A.C.;ACUMULACION LA PURISIMA;AREQUIPA;CARAVELI;ACARI; 204.6 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 205 
COBRE;TMF;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;COMPAÑÍA MINERA ANTAPACCAY S.A.;ACUMULACION ANTAPACCAY;CUSCO;ESPINAR;ESPINAR; 0.7 ; -   ; 4.0 ; 0.7 ; 3.9 ; -   ; 5.0 ; -   ; -   ; -   ; -   ; -   ; 14 
COBRE;TMF;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;MINERA EL PALACIO DEL CONDOR S.A.C.;PALACIO DEL CONDOR;AREQUIPA;CAYLLOMA;CAYLLOMA; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
COBRE;TMF;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;PROCESADORA DE MINERALES UNION S.A.C.;SANTA BARBARA-A;LA LIBERTAD;GRAN CHIMU;SAYAPULLO; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
COBRE;TMF;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;MARCOBRE S.A.C.;PLANTA DE OXIDOS Y PLANTA DE SULFUROS;ICA;NASCA;MARCONA; 1,876.1 ; 1,480.2 ; 1,362.9 ; 1,915.2 ; 2,201.0 ; 2,248.3 ; 2,719.0 ; 2,500.9 ; 2,902.2 ; 3,627.5 ; -   ; -   ; 22,833 
COBRE;TMF;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;OXIDOS DE PASCO S.A.C.;OXIDOS DE PASCO;PASCO;PASCO;SIMON BOLIVAR; 1.8 ; 1.7 ; 1.9 ; 1.7 ; 1.9 ; 1.2 ; 1.3 ; 1.2 ; 0.9 ; 1.2 ; -   ; -   ; 15 
COBRE;TMF;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;SOCIEDAD MINERA CERRO VERDE S.A.A.;PLANTA DE BENEFICIO CERRO VERDE;AREQUIPA;AREQUIPA;YARABAMBA; 3,647.8 ; 3,205.5 ; 3,823.1 ; 4,104.4 ; 3,891.3 ; 3,875.2 ; 3,794.8 ; 3,787.2 ; 3,539.5 ; 3,646.8 ; -   ; -   ; 37,316 
COBRE;TMF;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;SOCIEDAD MINERA EL BROCAL S.A.A.;HDA. DE BENEF. HUARAUCACA;PASCO;PASCO;TINYAHUARCO; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 138.0 ; -   ; -   ; -   ; -   ; 138 
COBRE;TMF;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;SOUTHERN PERÚ COPPER CORPORATION SUCURSAL DEL PERÚ;PLANTA DE LIXIVIACION SX/EW TOQUEPALA;TACNA;JORGE BASADRE;ILABAYA; 1,879.7 ; 1,773.4 ; 2,258.8 ; 1,975.1 ; 1,745.2 ; 1,836.8 ; 1,943.4 ; 1,998.7 ; 1,944.8 ; 2,033.1 ; -   ; -   ; 19,389 
COBRE;TMF;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;SOUTHERN PERÚ COPPER CORPORATION SUCURSAL DEL PERÚ;PLTA. DE LIXIV.SX.CUAJONE;MOQUEGUA;MARISCAL NIETO;TORATA; 337.0 ; 280.2 ; -   ; 91.8 ; 356.0 ; 368.0 ; 380.0 ; 327.0 ; 306.9 ; 298.9 ; -   ; -   ; 2,746 
ESTAÑO;TMF;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;MINSUR S.A.;PLANTA DE CONC.SAN RAFAEL;PUNO;MELGAR;ANTAUTA; 250.9 ; 242.6 ; 234.3 ; 224.5 ; 255.4 ; 209.8 ; 215.0 ; 161.7 ; 229.1 ; 205.7 ; -   ; -   ; 2,229 
ESTAÑO;TMF;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;MINSUR S.A.;PLANTA DE CONC.SAN RAFAEL;PUNO;MELGAR;ANTAUTA; 2,159.2 ; 1,800.6 ; 2,131.4 ; 2,148.2 ; 2,150.4 ; 2,077.2 ; 2,460.4 ; 1,758.2 ; 2,034.1 ; 2,248.6 ; -   ; -   ; 20,968 
HIERRO;TMF;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;MINERA SHOUXIN PERÚ S.A.;PLANTA CONCENTRADORA POLIMETALICA MSP;ICA;NASCA;MARCONA; 14,893.2 ; 11,726.9 ; 15,054.4 ; 12,947.7 ; 19,037.0 ; 15,806.9 ; 11,205.5 ; 17,460.9 ; 17,645.6 ; 12,026.4 ; -   ; -   ; 147,804 
HIERRO;TMF;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;SHOUGANG HIERRO PERÚ S.A.A.;ACUMULACION SAN NICOLAS;ICA;NASCA;MARCONA; 780,454.6 ; 862,526.3 ; 1,115,289.5 ; 1,093,331.4 ; 1,002,074.3 ; 1,150,765.4 ; 1,138,857.5 ; 1,026,538.3 ; 964,396.0 ; 1,089,444.9 ; -   ; -   ; 10,223,678 
MANGANESO;TMF;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;CONC.UCHUCCHACUA;LIMA;OYON;OYON; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
MANGANESO;TMF;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;COMPAÑÍA MINERA LINCUNA S.A.;HUANCAPETI 2009;ÁNCASH;RECUAY;RECUAY; 10.0 ; 10.4 ; 8.5 ; 10.7 ; 8.8 ; 7.6 ; 8.8 ; 10.3 ; 10.0 ; 10.2 ; -   ; -   ; 95 
MANGANESO;TMF;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;MINERA BATEAS S.A.C.;HUAYLLACHO;AREQUIPA;CAYLLOMA;CAYLLOMA; 68.3 ; 57.2 ; 63.6 ; 58.0 ; 59.1 ; 70.6 ; 67.3 ; 71.5 ; 73.5 ; 70.8 ; -   ; -   ; 660 
MANGANESO;TMF;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;SIERRA POLI S.A.C.;AZULCOCHA;JUNÍN;CONCEPCION;SAN JOSE DE QUERO; 11.1 ; 9.5 ; 8.0 ; 8.0 ; 3.7 ; 5.8 ; 13.5 ; 166.8 ; 7.3 ; 8.7 ; -   ; -   ; 242 
MOLIBDENO;TMF;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;COMPAÑÍA MINERA ANTAMINA S.A.;HUINCUSH;ÁNCASH;HUARI;SAN MARCOS; 155.7 ; 158.5 ; 249.2 ; 201.0 ; 232.7 ; 304.8 ; 165.7 ; 361.9 ; 249.5 ; 326.1 ; -   ; -   ; 2,405 
MOLIBDENO;TMF;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;HUDBAY PERÚ S.A.C.;CONSTANCIA;CUSCO;CHUMBIVILCAS;VELILLE; 66.5 ; 70.0 ; 72.3 ; 138.2 ; 116.2 ; 135.4 ; 111.0 ; 184.6 ; 141.3 ; 131.3 ; -   ; -   ; 1,167 
MOLIBDENO;TMF;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;MINERA CHINALCO PERÚ S.A.;PROYECTO TOROMOCHO;JUNÍN;YAULI;YAULI; 97.9 ; 106.4 ; 130.6 ; 111.0 ; 142.5 ; 180.0 ; 181.6 ; 166.3 ; 117.5 ; 102.1 ; -   ; -   ; 1,336 
MOLIBDENO;TMF;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;MINERA LAS BAMBAS S.A.;LAS BAMBAS;APURÍMAC;COTABAMBAS;CHALLHUAHUACHO; 274.0 ; 279.3 ; 377.0 ; 256.8 ; -   ; 137.4 ; 423.7 ; 333.0 ; 234.0 ; 416.9 ; -   ; -   ; 2,732 
MOLIBDENO;TMF;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;SOCIEDAD MINERA CERRO VERDE S.A.A.;PLANTA DE BENEFICIO CERRO VERDE;AREQUIPA;AREQUIPA;YARABAMBA; 885.4 ; 1,059.4 ; 1,090.8 ; 983.9 ; 1,004.1 ; 1,156.5 ; 449.9 ; 760.1 ; 678.0 ; 894.8 ; -   ; -   ; 8,963 
MOLIBDENO;TMF;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;SOUTHERN PERÚ COPPER CORPORATION SUCURSAL DEL PERÚ;CONC. DE BOTIFLACA;MOQUEGUA;MARISCAL NIETO;TORATA; 344.6 ; 279.8 ; -   ; 72.0 ; 403.0 ; 296.2 ; 332.9 ; 383.1 ; 355.7 ; 417.7 ; -   ; -   ; 2,885 
MOLIBDENO;TMF;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;SOUTHERN PERÚ COPPER CORPORATION SUCURSAL DEL PERÚ;CONCENTRADORA TOQUEPALA;TACNA;JORGE BASADRE;ILABAYA; 909.2 ; 806.7 ; 863.3 ; 882.6 ; 720.2 ; 469.9 ; 543.7 ; 414.4 ; 383.4 ; 516.4 ; -   ; -   ; 6,510 
ORO;G. FINOS;CONCENTRACIÓN;;PEQUEÑO PRODUCTOR MINERO;TITAN CONTRATISTAS GENERALES S.A.C.;PLANTA CONCENTRADORA ANA MARIA N° 5;PUNO;SAN ANTONIO DE PUTINA;ANANEA; 49,558.8 ; 22,996.9 ; 16,616.2 ; 22,480.8 ; 29,499.9 ; -   ; -   ; 5,064.6 ; 9,884.0 ; -   ; -   ; -   ; 156,101 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;PEQUEÑO PRODUCTOR MINERO;AURIFERA SACRAMENTO S.A.;SACRAMENTO;HUANCAVELICA;HUAYTARA;HUAYTARA; -   ; -   ; -   ; -   ; 75.8 ; -   ; 183.4 ; -   ; 104.6 ; 175.3 ; -   ; -   ; 539 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;PEQUEÑO PRODUCTOR MINERO;COMPAÑÍA MINERA MAXPALA S.A.C.;CONDOR;AREQUIPA;CAYLLOMA;CAYLLOMA; 5,886.8 ; 4,495.5 ; 4,078.6 ; 3,850.3 ; 5,477.5 ; 7,323.8 ; 11,504.6 ; 9,460.9 ; 11,959.9 ; 9,323.6 ; -   ; -   ; 73,361 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;PEQUEÑO PRODUCTOR MINERO;EXPLORACIONES PORVENIR S.A.C.;HUINLLO CARRIZAL;AREQUIPA;CARAVELI;QUICACHA; -   ; -   ; 5,881.2 ; -   ; -   ; 6,143.2 ; -   ; -   ; -   ; -   ; -   ; -   ; 12,024 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;PEQUEÑO PRODUCTOR MINERO;GARCIA QUISPE LUIS ARMANDO JAVIER;LUIS XVI;ICA;ICA;YAUCA DEL ROSARIO; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 19.7 ; -   ; -   ; 20 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;PEQUEÑO PRODUCTOR MINERO;MINERA EL PALACIO DEL CONDOR S.A.C.;PALACIO DEL CONDOR;AREQUIPA;CAYLLOMA;CAYLLOMA; 1,050.7 ; 1,092.9 ; 1,712.8 ; 1,124.3 ; 1,652.7 ; 2,203.6 ; -   ; -   ; -   ; -   ; -   ; -   ; 8,837 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;PEQUEÑO PRODUCTOR MINERO;MINERA FERCAR E.I.R.L.;RAQUEL;ICA;ICA;YAUCA DEL ROSARIO; -   ; -   ; 1,346.8 ; -   ; -   ; 819.2 ; -   ; 217.5 ; -   ; 1,804.7 ; -   ; -   ; 4,188 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;PEQUEÑO PRODUCTOR MINERO;PROCESADORA COSTA SUR S.A.C.;COSTA SUR;AREQUIPA;CARAVELI;HUANUHUANU; 888.9 ; 708.9 ; 732.1 ; 808.9 ; 748.7 ; 1,163.2 ; 774.5 ; 894.1 ; -   ; -   ; -   ; -   ; 6,719 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;PEQUEÑO PRODUCTOR MINERO;S.M.R.L. ANTONIO RAYMONDI CUSCO;ANTONIO RAIMONDI;CUSCO;ESPINAR;CONDOROMA; 882.2 ; 1,157.0 ; 1,061.0 ; 927.7 ; 1,021.6 ; 1,183.9 ; 420.2 ; 741.0 ; 637.8 ; 434.0 ; -   ; -   ; 8,466 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;PEQUEÑO PRODUCTOR MINERO;VELOCHE GROUP S.A.C.;ANGELES X;ICA;ICA;YAUCA DEL ROSARIO; -   ; 1,210.4 ; 385.9 ; -   ; 438.1 ; -   ; -   ; 660.2 ; -   ; 256.8 ; -   ; -   ; 2,951 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;AMG-AUPLATA MINING GROUP PERÚ S.A.C.;ANA MARIA;CUSCO;ESPINAR;SUYCKUTAMBO; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;CATALINA HUANCA SOCIEDAD MINERA S.A.C.;SAN JERONIMO;AYACUCHO;VICTOR FAJARDO;CANARIA; 1,640.1 ; 3,142.9 ; 4,179.8 ; 5,386.4 ; 3,929.0 ; 3,428.2 ; 3,325.4 ; 904.8 ; 1,417.9 ; 1,164.7 ; -   ; -   ; 28,519 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;CONC. ORCOPAMPA;AREQUIPA;CASTILLA;ORCOPAMPA; 11,802.8 ; 20,953.5 ; 16,230.4 ; 30,160.1 ; 48,111.1 ; 41,713.1 ; 30,091.7 ; 43,763.2 ; 43,667.9 ; -   ; -   ; -   ; 286,494 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;PLANTA CONC.Y RELAVES;HUANCAVELICA;ANGARAES;CCOCHACCASA; 254.8 ; 280.6 ; 288.4 ; 499.3 ; 378.3 ; 1,146.5 ; 1,059.2 ; 571.7 ; 418.1 ; 388.3 ; -   ; -   ; 5,285 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;TAMBOMAYO;AREQUIPA;CAYLLOMA;TAPAY; 130,058.1 ; 134,432.0 ; 108,015.3 ; 135,907.8 ; 124,913.5 ; 128,725.7 ; 124,137.2 ; 136,764.8 ; 119,728.5 ; 128,990.5 ; -   ; -   ; 1,271,673 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;COMPAÑÍA MINERA ANTAPACCAY S.A.;ACUMULACION ANTAPACCAY;CUSCO;ESPINAR;ESPINAR; 203,423.0 ; 129,310.8 ; 109,109.7 ; 137,113.4 ; 175,664.9 ; 142,721.9 ; 130,990.6 ; 94,822.8 ; 178,549.5 ; 198,569.5 ; -   ; -   ; 1,500,276 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;COMPAÑÍA MINERA ARES S.A.C.;EXPLORADOR;APURÍMAC;AYMARAES;COTARUSE; 27,606.2 ; 24,546.1 ; 31,879.3 ; 28,011.2 ; 24,168.3 ; 31,555.0 ; 24,454.6 ; 31,922.1 ; 25,521.0 ; 34,563.9 ; -   ; -   ; 284,228 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;COMPAÑÍA MINERA CONDESTABLE S.A.;ACUMULACION CONDESTABLE I;LIMA;CAÑETE;MALA; 24,240.1 ; 23,728.3 ; 30,496.9 ; 22,883.6 ; 54,332.4 ; 42,993.0 ; 25,848.8 ; 33,431.3 ; 35,207.0 ; 35,396.3 ; -   ; -   ; 328,558 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;COMPAÑÍA MINERA LINCUNA S.A.;HUANCAPETI 2009;ÁNCASH;RECUAY;RECUAY; 946.7 ; 910.6 ; 993.5 ; 1,032.1 ; 1,030.4 ; 967.4 ; 1,046.8 ; 1,226.2 ; 1,184.0 ; 1,145.6 ; -   ; -   ; 10,483 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;CONSORCIO DE INGENIEROS EJECUTORES MINEROS S.A.;CONCENTRADORA SANTA LUCIA;PUNO;LAMPA;SANTA LUCIA; 40,628.1 ; 17,982.8 ; -   ; 48,207.3 ; -   ; 8,127.8 ; 51,585.8 ; -   ; -   ; 43,813.2 ; -   ; -   ; 210,345 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;CORI PUNO S.A.C.;PLANTA CONCENTRADORA UNTUCA;PUNO;SANDIA;QUIACA; 65,055.7 ; 61,106.3 ; 65,933.9 ; 72,997.6 ; 61,516.7 ; 57,406.9 ; 60,589.6 ; 70,065.3 ; 59,193.4 ; 57,754.1 ; -   ; -   ; 631,620 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;GOLD FIELDS LA CIMA S.A.;CERRO CORONA;CAJAMARCA;HUALGAYOC;HUALGAYOC; 320,855.0 ; 260,855.2 ; 213,340.9 ; 318,857.6 ; 434,408.6 ; 425,918.5 ; 341,445.1 ; 329,481.0 ; 342,254.3 ; 367,533.7 ; -   ; -   ; 3,354,950 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;HUDBAY PERÚ S.A.C.;CONSTANCIA;CUSCO;CHUMBIVILCAS;VELILLE; 166,025.3 ; 59,953.0 ; 109,590.8 ; 211,351.7 ; 131,257.2 ; 88,420.1 ; 111,714.6 ; 111,748.9 ; 172,248.7 ; 239,922.9 ; -   ; -   ; 1,402,233 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;MINERA BATEAS S.A.C.;HUAYLLACHO;AREQUIPA;CAYLLOMA;CAYLLOMA; 3,782.5 ; 3,052.8 ; 2,574.6 ; 4,521.1 ; 4,130.0 ; 2,076.4 ; 1,042.4 ; 1,385.9 ; 1,054.4 ; 1,808.8 ; -   ; -   ; 25,429 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;MINERA EL PALACIO DEL CONDOR S.A.C.;PALACIO DEL CONDOR;AREQUIPA;CAYLLOMA;CAYLLOMA; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;MINERA TITAN DEL PERÚ S.R.L.;BELEN;AREQUIPA;CARAVELI;CHALA; 48,267.8 ; 46,963.2 ; 45,741.4 ; 42,304.3 ; 35,919.2 ; 39,532.8 ; 44,439.6 ; 46,215.9 ; 48,576.3 ; 47,868.8 ; -   ; -   ; 445,829 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;NEXA RESOURCES ATACOCHA S.A.A.;CHICRIN Nº 2;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN; 37,329.3 ; 36,923.9 ; 21,721.0 ; 45,643.8 ; 27,360.8 ; 38,879.3 ; 48,755.4 ; 34,144.7 ; 34,661.5 ; 37,965.5 ; -   ; -   ; 363,385 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;NEXA RESOURCES EL PORVENIR S.A.C.;ACUMULACION AQUILES 101;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN; 25,631.6 ; 22,075.4 ; 21,250.2 ; 21,364.8 ; 20,852.3 ; 23,358.0 ; 25,436.5 ; 25,461.0 ; 22,347.6 ; 27,278.4 ; -   ; -   ; 235,056 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;PAN AMERICAN SILVER HUARON S.A.;CONCENTRADORA FRANCOIS;PASCO;PASCO;HUAYLLAY; 2,576.4 ; 3,726.5 ; 3,508.3 ; 2,760.0 ; 2,665.5 ; 3,482.8 ; 3,575.8 ; 3,383.4 ; 4,149.6 ; 3,386.8 ; -   ; -   ; 33,215 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;SOCIEDAD MINERA EL BROCAL S.A.A.;HDA. DE BENEF. HUARAUCACA;PASCO;PASCO;TINYAHUARCO; 47,447.0 ; 42,572.7 ; 45,305.7 ; 48,006.7 ; 42,132.6 ; 48,586.0 ; 50,755.2 ; 67,949.5 ; 101,634.4 ; 81,626.9 ; -   ; -   ; 576,017 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;SOUTHERN PERÚ COPPER CORPORATION SUCURSAL DEL PERÚ;CONC. DE BOTIFLACA;MOQUEGUA;MARISCAL NIETO;TORATA; 9,908.2 ; 8,225.0 ; -   ; 2,799.5 ; 11,305.8 ; 11,514.7 ; 14,506.7 ; 10,503.8 ; 11,378.4 ; 12,621.6 ; -   ; -   ; 92,764 
ORO;G. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;SOUTHERN PERÚ COPPER CORPORATION SUCURSAL DEL PERÚ;CONCENTRADORA TOQUEPALA;TACNA;JORGE BASADRE;ILABAYA; 10,417.3 ; 7,921.0 ; 8,955.8 ; 7,729.9 ; 8,313.5 ; 10,797.9 ; 10,217.6 ; 11,775.6 ; 11,094.3 ; 12,446.6 ; -   ; -   ; 99,669 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;A & G CORPORACIÓN MINERA OROSEL S.R.L.;ROJITAS I;MADRE DE DIOS;MANU;MADRE DE DIOS; 2,758.0 ; 3,124.4 ; 1,584.0 ; 2,772.0 ; 1,584.0 ; 1,980.0 ; 693.0 ; 2,574.0 ; 1,876.1 ; 2,341.4 ; -   ; -   ; 21,287 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;ABREGU YALICO GUILLERMO ISMAEL;ROSMERY UNO;MADRE DE DIOS;TAMBOPATA;LABERINTO; -   ; -   ; -   ; -   ; -   ; -   ; 599.8 ; 219.5 ; 214.6 ; -   ; -   ; -   ; 1,034 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;ACHAHUANCO SOLIS PEDRO;PLAYA ALFREDO MIGUEL;MADRE DE DIOS;MANU;MADRE DE DIOS; 98.5 ; 116.2 ; -   ; 143.8 ; 127.5 ; 201.9 ; 216.7 ; 344.8 ; 295.5 ; 295.5 ; -   ; -   ; 1,840 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;AGUIRRE ALFARO EDILBERTO ANTONIO;SOL DE MAYO-I;MADRE DE DIOS;TAMBOPATA;LABERINTO; 147.0 ; 1,999.2 ; 183.3 ; 238.1 ; 464.5 ; 296.9 ; 392.0 ; 849.7 ; 9.8 ; 45.1 ; -   ; -   ; 4,626 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;ALARCON CHECCA ANA;MESA PELADA;CUSCO;QUISPICANCHI;CAMANTI; 1,168.2 ; 1,069.2 ; 1,287.0 ; 1,067.0 ; 980.1 ; 980.1 ; 980.1 ; 554.4 ; 980.1 ; 495.0 ; -   ; -   ; 9,561 
